NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	TESMIN	NA	77	0.3944709300994873	0.009033116	Yes	
row_1	GSTZ1	NA	191	0.36963436007499695	0.0148554845	Yes	
row_2	CELSR3	NA	192	0.36958110332489014	0.027984673	Yes	
row_3	CCND1	NA	238	0.36108851432800293	0.037901618	Yes	
row_4	GDF15	NA	308	0.3525957763195038	0.04596457	Yes	
row_5	HPN	NA	557	0.3333183825016022	0.041765183	Yes	
row_6	IFT122	NA	610	0.33016836643218994	0.050130952	Yes	
row_7	REPS2	NA	675	0.326131671667099	0.057577174	Yes	
row_8	METRN	NA	759	0.32121920585632324	0.063619986	Yes	
row_9	SLC19A2	NA	786	0.31980788707733154	0.073299356	Yes	
row_10	CRABP2	NA	819	0.31837502121925354	0.082539745	Yes	
row_11	B9D1	NA	870	0.3156048655509949	0.09051751	Yes	
row_12	EEF1A2	NA	965	0.31130826473236084	0.09549677	Yes	
row_13	RAB26	NA	1146	0.30402672290802	0.09465498	Yes	
row_14	DACH1	NA	1260	0.2999906539916992	0.09800329	Yes	
row_15	DCAF10	NA	1434	0.2946946620941162	0.09728273	Yes	
row_16	SREBF1	NA	1578	0.2902260720729828	0.09834379	Yes	
row_17	NUDT6	NA	1613	0.28925955295562744	0.10642051	Yes	
row_18	ABCA3	NA	1913	0.2809475362300873	0.09706206	Yes	
row_19	CLSTN2	NA	1948	0.2799035608768463	0.104806416	Yes	
row_20	MLPH	NA	2022	0.2782805263996124	0.10997064	Yes	
row_21	TEDC2	NA	2111	0.2762331962585449	0.11409195	Yes	
row_22	DNAJC12	NA	2152	0.2751539647579193	0.1212795	Yes	
row_23	C17orf75	NA	2195	0.2741079032421112	0.12830053	Yes	
row_24	KCTD3	NA	2275	0.2722007632255554	0.1328607	Yes	
row_25	AGR2	NA	2332	0.2705678641796112	0.13885048	Yes	
row_26	SLC1A1	NA	2701	0.2632569670677185	0.124400735	Yes	
row_27	SIAH2	NA	2752	0.26222914457321167	0.13048236	Yes	
row_28	NOVA1	NA	2780	0.2616952359676361	0.13803262	Yes	
row_29	SERPINI1	NA	2956	0.25855156779289246	0.13589874	Yes	
row_30	CACNA1D	NA	3182	0.25439557433128357	0.13038327	Yes	
row_31	EPOR	NA	3198	0.2541038990020752	0.13844	Yes	
row_32	CAMK2B	NA	3202	0.25406959652900696	0.14727166	Yes	
row_33	TTC12	NA	3252	0.2531188130378723	0.15309432	Yes	
row_34	CA12	NA	3261	0.252762109041214	0.16155614	Yes	
row_35	CACNG4	NA	3276	0.2525361180305481	0.16962187	Yes	
row_36	TFF3	NA	3425	0.24938902258872986	0.16890882	Yes	
row_37	RHBDL1	NA	3498	0.24800707399845123	0.17306226	Yes	
row_38	CCDC106	NA	3531	0.24752458930015564	0.17978573	Yes	
row_39	ASCL1	NA	3547	0.24710501730442047	0.18759383	Yes	
row_40	AGTR1	NA	3609	0.2463083267211914	0.19239841	Yes	
row_41	TRIM9	NA	3853	0.24233265221118927	0.18529019	Yes	
row_42	ARMT1	NA	3949	0.2406439185142517	0.18769446	Yes	
row_43	G6PC3	NA	4069	0.23864497244358063	0.18847542	Yes	
row_44	PPP1R3C	NA	4168	0.23701836168766022	0.19055685	Yes	
row_45	TBC1D30	NA	4448	0.23241093754768372	0.18076773	Yes	
row_46	TFF1	NA	4540	0.23110678791999817	0.18309191	Yes	
row_47	GSTM3	NA	4727	0.22812968492507935	0.17916584	Yes	
row_48	KIF5C	NA	4789	0.22706931829452515	0.18328695	Yes	
row_49	SCCPDH	NA	5029	0.2238631695508957	0.17578134	Yes	
row_50	SLC39A6	NA	5041	0.22364981472492218	0.18301491	Yes	
row_51	SYBU	NA	5073	0.2230936884880066	0.18893516	Yes	
row_52	NPY1R	NA	5124	0.22239138185977936	0.19360156	Yes	
row_53	TNNI3	NA	5180	0.22165046632289886	0.19791825	Yes	
row_54	ERBB4	NA	5329	0.21959127485752106	0.19614665	Yes	
row_55	ARNT2	NA	5475	0.21749456226825714	0.1944946	Yes	
row_56	KCNJ3	NA	5498	0.21715940535068512	0.20078616	Yes	
row_57	UGCG	NA	5530	0.2167643904685974	0.20648156	Yes	
row_58	PLEKHF2	NA	5591	0.21606814861297607	0.21027654	Yes	
row_59	ZNF652	NA	5710	0.21465203166007996	0.21026985	Yes	
row_60	PTPRT	NA	5956	0.21146608889102936	0.20193575	Yes	
row_61	PCLO	NA	5957	0.21144363284111023	0.20944719	Yes	
row_62	GLS2	NA	5977	0.2112114429473877	0.21572147	Yes	
row_63	BMPR1B	NA	5994	0.21099519729614258	0.22218211	Yes	
row_64	ACADSB	NA	6204	0.2079327255487442	0.21605094	Yes	
row_65	SLC8A2	NA	6227	0.20760412514209747	0.22200304	Yes	
row_66	ISYNA1	NA	6249	0.2072029709815979	0.22800557	Yes	
row_67	TMEM101	NA	6333	0.20601901412010193	0.22995594	Yes	
row_68	NKAIN1	NA	6386	0.2051168531179428	0.23387933	Yes	
